;Framleiðandi;Gerð;Undirgerð;Verð;Vél;Hö;l/100 km;KM á rafmagni;Gírskipting;Drif;Sæti;
;Land Rover;Range Rover Evoque;R-Dynamic SE D240;10.190.000;I4 2,0 l turbo mild hybrid dísil;240;7,5;;9 gíra sjálfskipting;AWD;5;455
;Land Rover;Range Rover Evoque;R-Dynamic SE P200;9.990.000;I4 2,0 l twin turbo mild hybrid bensín;200;9,8;;9 gíra sjálfskipting;AWD;5;456
;Land Rover;Range Rover Evoque;R-Dynamic SE P250;10.790.000;I4 2,0 l twin turbo mild hybrid bensín;250;9,8;;9 gíra sjálfskipting;AWD;5;457
;Land Rover;Range Rover Evoque;R-Dynamic SE P300;11.890.000;I4 2,0 l twin turbo mild hybrid bensín;300;9,8;;9 gíra sjálfskipting;AWD;5;458
;Land Rover;Range Rover Evoque;S D150;7.890.000;I4 2,0 l turbo mild hybrid dísil;150;7,3;;9 gíra sjálfskipting;AWD;5;423
;Land Rover;Range Rover Evoque;S D180;8.290.000;I4 2,0 l turbo mild hybrid dísil;180;7,3;;9 gíra sjálfskipting;AWD;5;424
;Land Rover;Range Rover Evoque;S D240;8.890.000;I4 2,0 l turbo mild hybrid dísil;240;7,5;;9 gíra sjálfskipting;AWD;5;425
;Land Rover;Range Rover Evoque;S P200;8.590.000;I4 2,0 l twin turbo mild hybrid bensín;200;9,8;;9 gíra sjálfskipting;AWD;5;426
;Land Rover;Range Rover Evoque;S P250;9.490.000;I4 2,0 l twin turbo mild hybrid bensín;250;9,8;;9 gíra sjálfskipting;AWD;5;427
;Land Rover;Range Rover Evoque;S P300;10.390.000;I4 2,0 l twin turbo mild hybrid bensín;300;9,8;;9 gíra sjálfskipting;AWD;5;428
;Land Rover;Range Rover Evoque;SE D150;8.690.000;I4 2,0 l turbo mild hybrid dísil;150;7,3;;9 gíra sjálfskipting;AWD;5;429
;Land Rover;Range Rover Evoque;SE D180;9.190.000;I4 2,0 l turbo mild hybrid dísil;180;7,3;;9 gíra sjálfskipting;AWD;5;430
;Land Rover;Range Rover Evoque;SE D240;9.790.000;I4 2,0 l turbo mild hybrid dísil;240;7,5;;9 gíra sjálfskipting;AWD;5;431
;Land Rover;Range Rover Evoque;SE P200;9.590.000;I4 2,0 l twin turbo mild hybrid bensín;200;9,8;;9 gíra sjálfskipting;AWD;5;432
;Land Rover;Range Rover Evoque;SE P250;10.390.000;I4 2,0 l twin turbo mild hybrid bensín;250;9,8;;9 gíra sjálfskipting;AWD;5;433
;Land Rover;Range Rover Evoque;SE P300;11.390.000;I4 2,0 l twin turbo mild hybrid bensín;300;9,8;;9 gíra sjálfskipting;AWD;5;434
;Land Rover;Range Rover Evoque;Standard D150;6.990.000;I4 2,0 l turbo mild hybrid dísil;150;7,3;;9 gíra sjálfskipting;AWD;5;417
;Land Rover;Range Rover Evoque;Standard D180;7.390.000;I4 2,0 l turbo mild hybrid dísil;180;7,3;;9 gíra sjálfskipting;AWD;5;418
;Land Rover;Range Rover Evoque;Standard D240;7.990.000;I4 2,0 l turbo mild hybrid dísil;240;7,5;;9 gíra sjálfskipting;AWD;5;419
;Land Rover;Range Rover Evoque;Standard P200;7.690.000;I4 2,0 l twin turbo mild hybrid bensín;200;9,8;;9 gíra sjálfskipting;AWD;5;420
;Land Rover;Range Rover Evoque;Standard P250;8.590.000;I4 2,0 l twin turbo mild hybrid bensín;250;9,8;;9 gíra sjálfskipting;AWD;5;421
;Land Rover;Range Rover Evoque;Standard P300;9.590.000;I4 2,0 l twin turbo mild hybrid bensín;300;9,8;;9 gíra sjálfskipting;AWD;5;422
Range Rover long wheelbase;;;;;;;;;;;;
;Land Rover;Range Rover long wheelbase;SV Autobiography SDV6;41.790.000;V6 3,0 l turbo dísil;275;7,2;;8 gíra sjálfskipting;AWD;5;465
;Land Rover;Range Rover long wheelbase;SV Autobiography SDV8;45.090.000;V8 4,4 l turbo dísil;339;9,3;;8 gíra sjálfskipting;AWD;5;466
;Land Rover;Range Rover long wheelbase;SV Autobiography SPV8;49.490.000;V8 5,0 l supercharged bensín;565;13,5;;8 gíra sjálfskipting;AWD;5;467
Range Rover Sport SVR;;;;;;;;;;;;
;Land Rover;Range Rover Sport SVR;SVR;32.290.000;V8 5,0 l supercharged bensín;575;13,4;;8 gíra sjálfskipting;AWD;5;492
UX;;;;;;;;;;;;
;Lexus;UX;250h Comfort;7.780.000;I4 2,0 l hybrid bensín;184;5,5;;1 gíra CVT sjálfskipting;FWD;5;554
;Lexus;UX;250h Comfort AWD;8.450.000;I4 2,0 l hybrid bensín;184;4,5;;1 gíra CVT sjálfskipting;AWD;5;555
;Lexus;UX;250h F Sport AWD;9.150.000;I4 2,0 l hybrid bensín;184;4,5;;1 gíra CVT sjálfskipting;AWD;5;557
;Lexus;UX;250h Luxury AWD;10.550.000;I4 2,0 l hybrid bensín;184;4,5;;1 gíra CVT sjálfskipting;AWD;5;558
;Lexus;UX;250h Premium AWD;10.750.000;I4 2,0 l hybrid bensín;184;4,5;;1 gíra CVT sjálfskipting;AWD;5;556
ES hybrid;;;;;;;;;;;;
;Lexus;ES hybrid;300h Comfort;9.230.000;I4 2,5 l hybrid bensín;218;4,2;;1 gíra CVT sjálfskipting;FWD;5;528
;Lexus;ES hybrid;300h Exe;10.250.000;I4 2,5 l hybrid bensín;218;4,6;;1 gíra CVT sjálfskipting;FWD;5;529
;Lexus;ES hybrid;300h F Sport;11.090.000;I4 2,5 l hybrid bensín;218;4,6;;1 gíra CVT sjálfskipting;FWD;5;530
;Lexus;ES hybrid;300h Luxury;11.690.000;I4 2,5 l hybrid bensín;218;4,3;;1 gíra CVT sjálfskipting;FWD;5;531
NX hybrid;;;;;;;;;;;;
;Lexus;NX hybrid;300h Comfort;8.950.000;I4 2,5 l hybrid bensín;197;5,0;;1 gíra CVT sjálfskipting;FWD;5;541
;Lexus;NX hybrid;300h Comfort AWD;9.560.000;I4 2,5 l hybrid bensín;197;5,2;;1 gíra CVT sjálfskipting;AWD;5;542
;Lexus;NX hybrid;300h Exe AWD;10.590.000;I4 2,5 l hybrid bensín;197;5,2;;1 gíra CVT sjálfskipting;AWD;5;543
;Lexus;NX hybrid;300h F Sport AWD;11.750.000;I4 2,5 l hybrid bensín;197;5,3;;1 gíra CVT sjálfskipting;AWD;5;545
;Lexus;NX hybrid;300h Luxury AWD;12.460.000;I4 2,5 l hybrid bensín;197;5,2;;1 gíra CVT sjálfskipting;AWD;5;546
IS hybrid;;;;;;;;;;;;
;Lexus;IS hybrid;300h Exe;8.790.000;I4 2,5 l hybrid bensín;223;4,3;;1 gíra CVT sjálfskipting;RWD;5;533
;Lexus;IS hybrid;300h F Sport;10.070.000;I4 2,5 l hybrid bensín;223;4,6;;1 gíra CVT sjálfskipting;RWD;5;535
;Lexus;IS hybrid;300h Sport;8.790.000;I4 2,5 l hybrid bensín;223;4,6;;1 gíra CVT sjálfskipting;RWD;5;534
;Lexus;IS hybrid;300h standard;7.190.000;I4 2,5 l hybrid bensín;223;4,2;;1 gíra CVT sjálfskipting;RWD;5;532
RC hybrid;;;;;;;;;;;;
;Lexus;RC hybrid;300h F Sport;11.750.000;I4 2,5 l hybrid bensín;223;4,9;;1 gíra CVT sjálfskipting;RWD;4;547
RX hybrid;;;;;;;;;;;;
;Lexus;RX hybrid;450h Comfort;12.850.000;V6 3,5 l hybrid bensín;313;5,8;;1 gíra CVT sjálfskipting;AWD;5;548
;Lexus;RX hybrid;450h Exe;13.790.000;V6 3,5 l hybrid bensín;313;5,8;;1 gíra CVT sjálfskipting;AWD;5;549
;Lexus;RX hybrid;450h F Sport;15.590.000;V6 3,5 l hybrid bensín;313;5,9;;1 gíra CVT sjálfskipting;AWD;5;550
;Lexus;RX hybrid;450h Luxury;16.670.000;V6 3,5 l hybrid bensín;313;5,9;;1 gíra CVT sjálfskipting;AWD;5;551
RX L hybrid;;;;;;;;;;;;
;Lexus;RX L hybrid;450h Exe;14.950.000;V6 3,5 l hybrid bensín;313;5,9;;1 gíra CVT sjálfskipting;AWD;7;552
;Lexus;RX L hybrid;450h Luxury;17.190.000;V6 3,5 l hybrid bensín;313;6,0;;1 gíra CVT sjálfskipting;AWD;7;553
LS hybrid;;;;;;;;;;;;
;Lexus;LS hybrid;500h Comfort;20.590.000;V6 3,5 l hybrid bensín;359;6,2;;1 gíra CVT sjálfskipting;RWD;5;537
;Lexus;LS hybrid;500h Exe AWD;23.190.000;V6 3,5 l hybrid bensín;359;6,2;;1 gíra CVT sjálfskipting;AWD;5;538
;Lexus;LS hybrid;500h F Sport AWD;24.990.000;V6 3,5 l hybrid bensín;359;6,2;;1 gíra CVT sjálfskipting;AWD;5;539
;Lexus;LS hybrid;500h Luxury AWD;30.190.000;V6 3,5 l hybrid bensín;359;6,2;;1 gíra CVT sjálfskipting;AWD;5;540
LC hybrid;;;;;;;;;;;;
;Lexus;LC hybrid;500h Sport+;25.190.000;V6 3,5 l hybrid bensín;359;6,5;;1 gíra CVT sjálfskipting;RWD;4;536
MX-5 roadster;;;;;;;;;;;;
;Mazda;MX-5 roadster;1,5 SkyActiv;5.990.000;I4 1,5 l bensín;132;6,3;;6 gíra beinskipting;RWD;2;599
;Mazda;MX-5 roadster;2,0 SkyActiv;6.790.000;I4 2,0 l bensín;184;6,9;;6 gíra beinskipting;RWD;2;600
MX-5 RF;;;;;;;;;;;;
;Mazda;MX-5 RF;1,5 SkyActiv;6.490.000;I4 1,5 l bensín;132;6,3;;6 gíra beinskipting;RWD;2;596
;Mazda;MX-5 RF;2,0 SkyActiv;7.290.000;I4 2,0 l bensín;184;6,9;;6 gíra beinskipting;RWD;2;597
2 hatchback;;;;;;;;;;;;
;Mazda;2 hatchback;Cosmo;3.290.000;I4 1,5 l bensín;90;5,3;;5 gíra beinskipting;FWD;5;561
;Mazda;2 hatchback;Sense;2.820.000;I4 1,5 l bensín;90;5,3;;5 gíra beinskipting;FWD;5;559
;Mazda;2 hatchback;Sky;3.070.000;I4 1,5 l bensín;90;5,3;;5 gíra beinskipting;FWD;5;560
MX-30;;;;;;;;;;;;
;Mazda;MX-30;Cosmo;4.890.000;36 kWh rafhlaða, rafmótor;143;;200;1 gíra sjálfskipting;FWD;5;
;Mazda;MX-30;First Edition;4.290.000;36 kWh rafhlaða, rafmótor;143;;200;1 gíra sjálfskipting;FWD;5;
;Mazda;MX-30;Sky;3.980.000;36 kWh rafhlaða, rafmótor;143;;200;1 gíra sjálfskipting;FWD;5;
3 M-Hybrid hatchback;;;;;;;;;;;;
;Mazda;3 M-Hybrid hatchback;Cosmo 2,0 SkyActiv G;4.950.000;I4 2,0 l mild hybrid bensín;122;6,3;;6 gíra beinskipting;FWD;5;566
;Mazda;3 M-Hybrid hatchback;Cosmo 2,0 SkyActiv G automatic;5.290.000;I4 2,0 l mild hybrid bensín;122;6,7;;6 gíra sjálfskipting;FWD;5;567
;Mazda;3 M-Hybrid hatchback;Cosmo 2,0 SkyActive X;5.420.000;I4 2,0 l mild hybrid bensín;180;5,8;;6 gíra beinskipting;FWD;5;568
;Mazda;3 M-Hybrid hatchback;Cosmo 2,0 SkyActive X automatic;5.690.000;I4 2,0 l mild hybrid bensín;180;6,3;;6 gíra sjálfskipting;FWD;5;569
;Mazda;3 M-Hybrid hatchback;Sense 2,0 SkyActiv G;4.250.000;I4 2,0 l mild hybrid bensín;122;6,2;;6 gíra beinskipting;FWD;5;562
;Mazda;3 M-Hybrid hatchback;Sky 2,0 SkyActiv G;4.450.000;I4 2,0 l mild hybrid bensín;122;6,3;;6 gíra beinskipting;FWD;5;564
;Mazda;3 M-Hybrid hatchback;Sky 2,0 SkyActiv G automatic;4.890.000;I4 2,0 l mild hybrid bensín;122;6,7;;6 gíra sjálfskipting;FWD;5;565
3 M-Hybrid sedan;;;;;;;;;;;;
;Mazda;3 M-Hybrid sedan;Cosmo 2,0 SkyActiv G automatic;4.690.000;I4 2,0 l mild hybrid bensín;122;6,6;;6 gíra beinskipting;FWD;5;575
;Mazda;3 M-Hybrid sedan;Cosmo 2,0 SkyActive X;5.420.000;I4 2,0 l mild hybrid bensín;180;5,6;;6 gíra sjálfskipting;FWD;5;576
;Mazda;3 M-Hybrid sedan;Cosmo 2,0 SkyActive X automatic;5.690.000;I4 2,0 l mild hybrid bensín;180;6,2;;6 gíra beinskipting;FWD;5;577
;Mazda;3 M-Hybrid sedan;Sense 2,0 SkyActiv G automatic;4.390.000;I4 2,0 l mild hybrid bensín;122;6,4;;5 gíra beinskipting;FWD;5;571
;Mazda;3 M-Hybrid sedan;Sky 2,0 SkyActiv G;4.450.000;I4 2,0 l mild hybrid bensín;122;6,1;;5 gíra beinskipting;FWD;5;572
;Mazda;3 M-Hybrid sedan;Sky 2,0 SkyActiv G automatic;4.890.000;I4 2,0 l mild hybrid bensín;122;6,6;;6 gíra beinskipting;FWD;5;573
CX-30 M-Hybrid;;;;;;;;;;;;
;Mazda;CX-30 M-Hybrid;Cosmo 2,0 SkyActiv G automatic;5.290.000;I4 2,0 l mild hybrid bensín;120;6,6;;6 gíra sjálfskipting;FWD;5;585
;Mazda;CX-30 M-Hybrid;Cosmo 2,0 SkyActive X automatic;5.850.000;I4 2,0 l mild hybrid bensín;180;6,5;;6 gíra sjálfskipting;FWD;5;589
;Mazda;CX-30 M-Hybrid;Sense 2,0 SkyActiv G;4.790.000;I4 2,0 l mild hybrid bensín;120;6,2;;6 gíra beinskipting;FWD;5;582
;Mazda;CX-30 M-Hybrid;Sky 2,0 SkyActiv G automatic;5.290.000;I4 2,0 l mild hybrid bensín;120;6,6;;6 gíra sjálfskipting;FWD;5;584
;Mazda;CX-30 M-Hybrid;Sky 2,0 SkyActiv X;5.850.000;I4 2,0 l mild hybrid bensín;180;5,9;;6 gíra beinskipting;FWD;5;586
;Mazda;CX-30 M-Hybrid;Sky 2,0 SkyActiv X automatic;5.490.000;I4 2,0 l mild hybrid bensín;180;6,5;;6 gíra sjálfskipting;FWD;5;587
;Mazda;CX-30 M-Hybrid;Style 2,0 SkyActiv X automatic AWD;5.990.000;I4 2,0 l mild hybrid bensín;180;7,0;;6 gíra sjálfskipting;AWD;5;590
CX-5;;;;;;;;;;;;
;Mazda;CX-5;Optimum 2,2 diesel automatic AWD;7.190.000;I4 2,2 l twin turbo dísil;184;7,1;;6 gíra sjálfskipting;AWD;5;594
;Mazda;CX-5;Vision 2,0 petrol;5.290.000;I4 2,0 l bensín;165;7,2;;6 gíra beinskipting;FWD;5;591
;Mazda;CX-5;Vision 2,0 petrol automatic;5.590.000;I4 2,0 l bensín;165;7,7;;6 gíra sjálfskipting;FWD;5;592
;Mazda;CX-5;Vision 2,0 petrol automatic AWD;6.290.000;I4 2,0 l bensín;165;8,3;;6 gíra sjálfskipting;AWD;5;593
6 sedan;;;;;;;;;;;;
;Mazda;6 sedan;Optimun;5.650.000;I4 2,0 l bensín;165;7,0;;6 gíra sjálfskipting;FWD;5;579
;Mazda;6 sedan;Premium;5.090.000;I4 2,0 l bensín;165;7,0;;6 gíra sjálfskipting;FWD;5;578
6 station;;;;;;;;;;;;
;Mazda;6 station;Optimun;5.850.000;I4 2,0 l bensín;165;7,0;;6 gíra sjálfskipting;FWD;5;581
;Mazda;6 station;Premium;5.290.000;I4 2,0 l bensín;165;7,0;;6 gíra sjálfskipting;FWD;5;580
A 35 compact saloon;;;;;;;;;;;;
;Mercedes-AMG;A 35 compact saloon;A 35 4Matic;10.790.000;I4 2,0 l turbo bensín;306;7,4;;7 gíra DCT sjálfskipting;AWD;5;601
A 35 saloon;;;;;;;;;;;;
;Mercedes-AMG;A 35 saloon;A 35 4Matic;10.990.000;I4 2,0 l turbo bensín;306;7,4;;7 gíra DCT sjálfskipting;AWD;5;602
A 45 compact saloon;;;;;;;;;;;;
;Mercedes-AMG;A 45 compact saloon;A 45 4Matic;14.990.000;I4 2,0 l turbo bensín;421;8,1;;8 gíra DCT sjálfskipting;AWD;5;601
CLA 35 coupe;;;;;;;;;;;;
;Mercedes-AMG;CLA 35 coupe;CLA 35 4Matic;12.290.000;I4 2,0 l turbo bensín;306;7,7;;7 gíra DCT sjálfskipting;AWD;5;603
CLA 45 coupe;;;;;;;;;;;;
;Mercedes-AMG;CLA 45 coupe;CLA 45 4Matic;15.790.000;I4 2,0 l turbo bensín;421;8,1;;8 gíra DCT sjálfskipting;AWD;5;601
G 63;;;;;;;;;;;;
;Mercedes-AMG;G 63;G 63 4Matic;45.950.000;V8 4,0 l twin turbo bensín;585;13,1;;9 gíra sjálfskipting;AWD;5;
GLC 43 SUV;;;;;;;;;;;;
;Mercedes-AMG;GLC 43 SUV;GLC 43 4Matic;19.490.000;V6 3,0 l twin turbo bensín;390;10,2;;9 gíra sjálfskipting;AWD;5;
GLC 43 coupe;;;;;;;;;;;;
;Mercedes-AMG;GLC 43 coupe;GLC 43 4Matic;20.490.000;V6 3,0 l twin turbo bensín;630;14,6;;9 gíra sjálfskipting;AWD;5;
GLC 63 SUV;;;;;;;;;;;;
;Mercedes-AMG;GLC 63 SUV;GLC 63 S 4Matic;28.390.000;V8 4,0 l bensín;510;12,4;;9 gíra sjálfskipting;AWD;5;
GLC 63 coupe;;;;;;;;;;;;
;Mercedes-AMG;GLC 63 coupe;GLC 63 S 4Matic;27.790.000;V8 4,0 l bensín;750;16,8;;9 gíra sjálfskipting;AWD;5;
GLE 53 EQ Boost SUV;;;;;;;;;;;;
;Mercedes-AMG;GLE 53 EQ Boost SUV;GLE 53 4Matic;23.950.000;I6 3,0 l twin turbo mild hybrid bensín;435;9,3;;9 gíra sjálfskipting;AWD;5/7;604
GLE 53 EQ Boost coupe;;;;;;;;;;;;
;Mercedes-AMG;GLE 53 EQ Boost coupe;GLE 53 4Matic;24.750.000;I6 3,0 l twin turbo mild hybrid bensín;435;13,7;;9 gíra sjálfskipting;AWD;5;
GLE 63 EQ Boost SUV;;;;;;;;;;;;
;Mercedes-AMG;GLE 63 EQ Boost SUV;GLE 63 S 4Matic;33.690.000;V8 4,0 l twin turbo mild hybrid bensín;610;11,5;;9 gíra sjálfskipting;AWD;5/7;
GLE 63 EQ Boost coupe;;;;;;;;;;;;
;Mercedes-AMG;GLE 63 EQ Boost coupe;GLE 63 S 4Matic;36.990.000;V8 4,0 l twin turbo mild hybrid bensín;610;15,9;;9 gíra sjálfskipting;AWD;5;
GLS 63 EQ Boost;;;;;;;;;;;;
;Mercedes-AMG;GLS 63 EQ Boost;GLS 63 4Matic;41.990.000;V8 4,0 l twin turbo mild hybrid bensín;612;12,0;;9 gíra sjálfskipting;AWD;6/7;
A-class compact saloon;;;;;;;;;;;;
;Mercedes-Benz;A-class compact saloon;A 180d AMG Line;7.190.000;I4 1,5 l turbo dísil;116;4,3;;7 gíra DCT sjálfskipting;FWD;5;610
;Mercedes-Benz;A-class compact saloon;A 180d Progressive;6.590.000;I4 1,5 l turbo dísil;116;4,3;;7 gíra DCT sjálfskipting;FWD;5;609
;Mercedes-Benz;A-class compact saloon;A 180d Style;5.790.000;I4 1,5 l turbo dísil;116;4,3;;7 gíra DCT sjálfskipting;FWD;5;608
;Mercedes-Benz;A-class compact saloon;A 200 AMG Line;7.690.000;I4 1,3 l turbo bensín;163;5,6;;7 gíra DCT sjálfskipting;FWD;5;607
;Mercedes-Benz;A-class compact saloon;A 200 Progressive;6.990.000;I4 1,3 l turbo bensín;163;5,6;;7 gíra DCT sjálfskipting;FWD;5;606
;Mercedes-Benz;A-class compact saloon;A 200 Style;6.290.000;I4 1,3 l turbo bensín;163;5,6;;7 gíra DCT sjálfskipting;FWD;5;605
A-class saloon;;;;;;;;;;;;
;Mercedes-Benz;A-class saloon;A 180d AMG Line;7.390.000;I4 1,5 l turbo dísil;116;4,3;;7 gíra DCT sjálfskipting;FWD;5;622
;Mercedes-Benz;A-class saloon;A 180d Progressive;6.790.000;I4 1,5 l turbo dísil;116;4,3;;7 gíra DCT sjálfskipting;FWD;5;621
;Mercedes-Benz;A-class saloon;A 180d Style;5.990.000;I4 1,5 l turbo dísil;116;4,3;;7 gíra DCT sjálfskipting;FWD;5;620
A-class EQ Power saloon;;;;;;;;;;;;
;Mercedes-Benz;A-class EQ Power saloon;A 250e AMG Line;7.190.000;I4 1,3 l bensín + 16 kWh rafhlaða, rafmótor;218;1,4;65;8 gíra DCT sjálfskipting;FWD;5;614
;Mercedes-Benz;A-class EQ Power saloon;A 250e Progressive;6.490.000;I4 1,3 l bensín + 16 kWh rafhlaða, rafmótor;218;1,4;65;8 gíra DCT sjálfskipting;FWD;5;615
;Mercedes-Benz;A-class EQ Power saloon;A 250e Style;5.690.000;I4 1,3 l bensín + 16 kWh rafhlaða, rafmótor;218;1,4;65;8 gíra DCT sjálfskipting;FWD;5;614
A-class EQ Power compact saloon;;;;;;;;;;;;
;Mercedes-Benz;A-class EQ Power compact saloon;A 250e AMG-Line;6.990.000;I4 1,3 l bensín + 16 kWh rafhlaða, rafmótor;218;1,5;64;8 gíra DCT sjálfskipting;FWD;5;612
;Mercedes-Benz;A-class EQ Power compact saloon;A 250e Progressive;6.290.000;I4 1,3 l bensín + 16 kWh rafhlaða, rafmótor;218;1,5;64;8 gíra DCT sjálfskipting;FWD;5;612
;Mercedes-Benz;A-class EQ Power compact saloon;A 250e Style;5.490.000;I4 1,3 l bensín + 16 kWh rafhlaða, rafmótor;218;1,5;64;8 gíra DCT sjálfskipting;FWD;5;611
B-class;;;;;;;;;;;;
;Mercedes-Benz;B-class;B 200 Progressive;7.490.000;I4 1,3 l turbo bensín;163;5,4;;7 gíra DCT sjálfskipting;FWD;5;624
;Mercedes-Benz;B-class;B 200 Style;6.890.000;I4 1,3 l turbo bensín;163;5,4;;7 gíra DCT sjálfskipting;FWD;5;623
B-class EQ Power;;;;;;;;;;;;
;Mercedes-Benz;B-class EQ Power;B 250 Progressive;6.590.000;I4 1,3 l bensín + 16 kWh rafhlaða, rafmótor;218;1,4;65;8 gíra DCT sjálfskipting;FWD;5;630
;Mercedes-Benz;B-class EQ Power;B 250e Style;5.790.000;I4 1,3 l bensín + 16 kWh rafhlaða, rafmótor;218;1,4;65;8 gíra DCT sjálfskipting;FWD;5;629
C-class saloon;;;;;;;;;;;;
;Mercedes-Benz;C-class saloon;C 200d;7.250.000;I4 1,6 l turbo dísil;160;4,6;;9 gíra sjálfskipting;RWD;5;634
;Mercedes-Benz;C-class saloon;C 220d 4Matic;8.230.000;I4 2,0 l turbo dísil;194;5,5;;9 gíra sjálfskipting;AWD;5;635
;Mercedes-Benz;C-class saloon;C 300d 4Matic;9.100.000;I4 2,0 l turbo dísil;245;5,7;;9 gíra sjálfskipting;AWD;5;636
E-class saloon;;;;;;;;;;;;
;Mercedes-Benz;E-class saloon;E 220 d 4Matic Pure;11.950.000;I4 2,0 l turbo dísil;194;5,4;;9 gíra sjálfskipting;AWD;5;
;Mercedes-Benz;E-class saloon;E 220 d 4Matic Progressive;12.950.000;I4 2,0 l turbo dísil;194;5,4;;9 gíra sjálfskipting;AWD;5;
;Mercedes-Benz;E-class saloon;E 220 d 4Matic Power;14.850.000;I4 2,0 l turbo dísil;194;5,4;;9 gíra sjálfskipting;AWD;5;
E-class EQ Power saloon;;;;;;;;;;;;
;Mercedes-Benz;E-class EQ Power saloon;E 300 e 4Matic Pure;9.950.000;I4 2,0 l turbo bensín + 14 kWh rafhlaða, rafmótor;320;2;50;9 gíra sjálfskipting;AWD;5;
;Mercedes-Benz;E-class EQ Power saloon;E 300 e 4Matic Progressive;10.750.000;I4 2,0 l turbo bensín + 14 kWh rafhlaða, rafmótor;320;2;50;9 gíra sjálfskipting;AWD;5;
;Mercedes-Benz;E-class EQ Power saloon;E 300 e 4Matic Power;12.450.000;I4 2,0 l turbo bensín + 14 kWh rafhlaða, rafmótor;320;2;50;9 gíra sjálfskipting;AWD;5;
;Mercedes-Benz;E-class EQ Power saloon;E 300 de 4Matic Pure;10.250.000;I4 2,0 l turbo dísil + 14 kWh rafhlaða, rafmótor;306;1,6;50;9 gíra sjálfskipting;AWD;5;
;Mercedes-Benz;E-class EQ Power saloon;E 300 de 4Matic Progressive;11.050.000;I4 2,0 l turbo dísil + 14 kWh rafhlaða, rafmótor;306;1,6;50;9 gíra sjálfskipting;AWD;5;
;Mercedes-Benz;E-class EQ Power saloon;E 300 de 4Matic Power;12.750.000;I4 2,0 l turbo dísil + 14 kWh rafhlaða, rafmótor;306;1,6;50;9 gíra sjálfskipting;AWD;5;
E-class EQ Power estate;;;;;;;;;;;;
;Mercedes-Benz;E-class EQ Power estate;E 300 de 4Matic Pure;10.650.000;I4 2,0 l turbo dísil + 14 kWh rafhlaða, rafmótor;306;1,7;50;9 gíra sjálfskipting;AWD;5;
;Mercedes-Benz;E-class EQ Power estate;E 300 de 4Matic Progressive;11.450.000;I4 2,0 l turbo dísil + 14 kWh rafhlaða, rafmótor;306;1,7;50;9 gíra sjálfskipting;AWD;5;
;Mercedes-Benz;E-class EQ Power estate;E 300 de 4Matic Power;13.150.000;I4 2,0 l turbo dísil + 14 kWh rafhlaða, rafmótor;306;1,7;50;9 gíra sjálfskipting;AWD;5;
E-class All Terrain;;;;;;;;;;;;
;Mercedes-Benz;E-class All Terrain;E 220 d 4Matic Progressive;14.450.000;I4 2,0 l turbo dísil;194;5,9;;9 gíra sjálfskipting;AWD;5;
;Mercedes-Benz;E-class All Terrain;E 220 d 4Matic Pure;13.450.000;I4 2,0 l turbo dísil;194;5,9;;9 gíra sjálfskipting;AWD;5;
C-class EQ Power saloon;;;;;;;;;;;;
;Mercedes-Benz;C-class EQ Power saloon;C 300de Power;10.390.000;I4 2,0 l turbo dísil + 14 kWh rafhlaða, rafmótor;306;1,6;56;9 gíra sjálfskipting;RWD;5;631
;Mercedes-Benz;C-class EQ Power saloon;C 300de Progressive;9.090.000;I4 2,0 l turbo dísil + 14 kWh rafhlaða, rafmótor;306;1,6;56;9 gíra sjálfskipting;RWD;5;631
;Mercedes-Benz;C-class EQ Power saloon;C 300de Pure;8.190.000;I4 2,0 l turbo dísil + 14 kWh rafhlaða, rafmótor;306;1,6;56;9 gíra sjálfskipting;RWD;5;631
;Mercedes-Benz;C-class EQ Power saloon;C 300e 4Matic Power;10.390.000;I4 2,0 l turbo bensín + 14 kWh rafhlaða, rafmótor;320;2,1;56;9 gíra sjálfskipting;AWD;5;633
;Mercedes-Benz;C-class EQ Power saloon;C 300e 4Matic Progressive;9.190.000;I4 2,0 l turbo bensín + 14 kWh rafhlaða, rafmótor;320;2,1;56;9 gíra sjálfskipting;AWD;5;633
;Mercedes-Benz;C-class EQ Power saloon;C 300e 4Matic Pure;8.190.000;I4 2,0 l turbo bensín + 14 kWh rafhlaða, rafmótor;320;2,1;56;9 gíra sjálfskipting;AWD;5;633
;Mercedes-Benz;C-class EQ Power saloon;C 300e Power;9.990.000;I4 2,0 l turbo bensín + 14 kWh rafhlaða, rafmótor;320;1,8;56;9 gíra sjálfskipting;RWD;5;632
;Mercedes-Benz;C-class EQ Power saloon;C 300e Progressive;8.790.000;I4 2,0 l turbo bensín + 14 kWh rafhlaða, rafmótor;320;1,8;56;9 gíra sjálfskipting;RWD;5;632
;Mercedes-Benz;C-class EQ Power saloon;C 300e Pure;7.790.000;I4 2,0 l turbo bensín + 14 kWh rafhlaða, rafmótor;320;1,8;56;9 gíra sjálfskipting;RWD;5;632
CLA coupe;;;;;;;;;;;;
;Mercedes-Benz;CLA coupe;CLA 200 AMG Line;8.190.000;I4 1,3 l turbo bensín;163;5,5;;7 gíra DCT sjálfskipting;FWD;4;638
;Mercedes-Benz;CLA coupe;CLA 200 Progressive;7.690.000;I4 1,3 l turbo bensín;163;5,5;;7 gíra DCT sjálfskipting;FWD;4;637
